method_id,trajectory_id,path,checkpoints,final_state_accuracy,eligible,update_event_support,event_macro_update_accuracy,retention_after_update,correct_change_precision,correct_change_recall,correct_change_f1,confusion_tn,confusion_fp,confusion_fn,confusion_tp_correct,confusion_tp_wrong_value
fc_claude_opus_4_8,traj_010,housing.rent_amount,20,1.0,True,2,1.0,1.0,1.0,1.0,1.0,7,0,0,13,0
fc_claude_opus_4_8,traj_010,housing.rent_payee,20,0.65,True,2,0.5,0.40625,1.0,0.65,0.787878787878788,0,0,7,13,0
fc_claude_opus_4_8,traj_010,housing.residence_status,20,0.85,True,4,0.75,0.75,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,0,0,15,3
fc_claude_opus_4_8,traj_010,profile.age,20,0.7,False,0,,,0.0,,,14,6,0,0,0
fc_claude_opus_4_8,traj_010,profile.locale,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_claude_opus_4_8,traj_010,profile.region,20,0.1,False,0,,,0.0,,,2,18,0,0,0
fc_gpt_5_6_sol,traj_010,cashflow.recent_one_off_expense,20,0.55,True,3,0.6666666666666666,0.4,0.2222222222222222,0.18181818181818182,0.19999999999999998,9,0,2,2,7
fc_gpt_5_6_sol,traj_010,education.child_education_stage,20,0.1,True,1,0.0,0.0,0.0,0.0,0.0,2,15,0,0,3
fc_gpt_5_6_sol,traj_010,education.self_education_status,20,0.65,True,1,1.0,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,7,0,0,6,7
fc_gpt_5_6_sol,traj_010,employment.employer,20,0.65,True,2,0.5,0.5,0.125,0.125,0.125,12,0,0,1,7
fc_gpt_5_6_sol,traj_010,employment.employment_status,20,0.9,True,2,0.5,0.5,1.0,0.7777777777777778,0.8750000000000001,11,0,2,7,0
fc_gpt_5_6_sol,traj_010,employment.income_stability,20,0.9,True,2,0.5,0.9285714285714286,0.8,0.8888888888888888,0.8421052631578948,10,1,0,8,1
fc_gpt_5_6_sol,traj_010,employment.occupation,20,0.6,False,0,,,0.0,,,12,8,0,0,0
fc_gpt_5_6_sol,traj_010,employment.salary_account,20,0.55,True,2,0.0,0.0,0.0,0.0,0.0,11,0,2,0,7
fc_gpt_5_6_sol,traj_010,employment.salary_day,20,0.6,True,3,0.6666666666666666,0.5,0.2222222222222222,0.2,0.2105263157894737,10,0,1,2,7
fc_gpt_5_6_sol,traj_010,financial_products.checking_accounts,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_gpt_5_6_sol,traj_010,financial_products.loans,20,0.35,True,1,0.0,0.5,0.13333333333333333,0.5,0.2105263157894737,5,11,0,2,2
fc_gpt_5_6_sol,traj_010,financial_products.pension_or_irp,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_gpt_5_6_sol,traj_010,financial_products.savings_accounts,20,0.1,False,0,,,0.0,,,2,18,0,0,0
fc_gpt_5_6_sol,traj_010,goals.child_education_goal,20,1.0,True,2,1.0,1.0,1.0,1.0,1.0,2,0,0,18,0
fc_gpt_5_6_sol,traj_010,goals.emergency_fund,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_gpt_5_6_sol,traj_010,goals.housing_deposit_goal,20,0.65,False,0,,,0.0,,,13,7,0,0,0
fc_gpt_5_6_sol,traj_010,goals.retirement_goal,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_gpt_5_6_sol,traj_010,household.child_support_arrangement,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_gpt_5_6_sol,traj_010,household.children,20,0.45,True,3,0.6666666666666666,0.5333333333333333,0.3888888888888889,0.3888888888888889,0.3888888888888889,2,0,0,7,11
fc_gpt_5_6_sol,traj_010,household.dependents,20,1.0,True,4,1.0,1.0,1.0,1.0,1.0,2,0,0,18,0
fc_gpt_5_6_sol,traj_010,household.marital_status,20,0.95,True,3,0.6666666666666666,0.6666666666666666,0.9473684210526315,0.9473684210526315,0.9473684210526315,1,0,0,18,1
fc_gpt_5_6_sol,traj_010,household.spouse_or_partner,20,0.95,True,2,1.0,1.0,0.9473684210526315,1.0,0.972972972972973,1,1,0,18,0
fc_gpt_5_6_sol,traj_010,housing.address,20,0.95,True,4,1.0,0.9375,0.9444444444444444,0.9444444444444444,0.9444444444444444,2,0,0,17,1
fc_gpt_5_6_sol,traj_010,housing.contract_type,20,0.85,True,4,0.75,0.75,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,0,0,15,3
fc_gpt_5_6_sol,traj_010,housing.maintenance_fee_payee,20,0.75,True,1,1.0,1.0,0.5,1.0,0.6666666666666666,10,5,0,5,0
fc_gpt_5_6_sol,traj_010,housing.mortgage_status,20,0.95,True,1,0.0,0.75,0.75,0.75,0.75,16,0,0,3,1
fc_gpt_5_6_sol,traj_010,housing.primary_residence_property_id,20,0.85,True,1,0.0,0.25,0.5,0.25,0.3333333333333333,16,0,2,1,1
fc_gpt_5_6_sol,traj_010,housing.properties,20,0.85,True,1,0.0,0.25,0.25,0.25,0.25,16,0,0,1,3
fc_gpt_5_6_sol,traj_010,housing.rent_amount,20,0.9,True,2,0.5,0.875,0.8571428571428571,0.9230769230769231,0.888888888888889,6,1,0,12,1
fc_gpt_5_6_sol,traj_010,housing.rent_payee,20,0.6,True,2,0.5,0.375,0.8571428571428571,0.6,0.7058823529411764,0,0,6,12,2
fc_gpt_5_6_sol,traj_010,housing.residence_status,20,0.85,True,4,0.75,0.75,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,0,0,15,3
fc_gpt_5_6_sol,traj_010,profile.age,20,0.2,False,0,,,0.0,,,4,16,0,0,0
fc_gpt_5_6_sol,traj_010,profile.locale,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_gpt_5_6_sol,traj_010,profile.region,20,0.1,False,0,,,0.0,,,2,18,0,0,0
