method_id,trajectory_id,checkpoint,first_attempt_parse_error,first_attempt_schema_failure,final_parse_error,final_schema_failure,retry_count
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,270,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,285,False,True,False,False,1
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,300,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,15,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,30,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,45,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,60,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,75,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,90,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,105,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,120,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,135,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,150,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,165,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,180,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,195,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,210,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,225,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,240,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,255,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,270,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,285,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,300,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,15,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,30,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,45,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,60,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,75,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,90,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,105,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,120,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,135,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,150,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,165,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,180,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,195,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,210,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,225,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,240,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,255,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,270,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,285,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,300,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,15,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,30,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,45,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,60,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,75,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,90,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,105,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,120,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,135,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,150,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,165,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,180,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,195,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,210,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,225,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,240,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,255,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,270,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,285,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,300,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,15,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,30,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,45,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,60,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,75,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,90,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,105,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,120,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,135,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,150,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,165,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,180,False,True,False,False,1
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,195,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,210,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,225,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,240,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,255,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,270,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,285,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,300,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,15,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,30,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,45,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,60,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,75,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,90,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,105,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,120,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,135,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,150,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,165,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,180,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,195,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,210,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,225,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,240,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,255,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,270,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,285,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,300,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,15,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,30,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,45,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,60,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,75,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,90,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,105,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,120,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,135,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,150,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,165,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,180,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,195,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,210,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,225,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,240,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,255,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,270,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,285,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,300,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,15,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,30,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,45,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,60,False,True,False,False,1
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,75,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,90,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,105,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,120,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,135,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,150,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,165,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,180,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,195,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,210,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,225,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,240,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,255,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,270,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,285,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,300,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,15,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,30,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,45,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,60,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,75,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,90,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,105,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,120,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,135,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,150,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,165,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,180,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,195,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,210,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,225,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,240,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,255,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,270,False,True,False,False,1
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,285,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,300,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,15,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,30,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,45,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,60,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,75,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,90,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,105,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,120,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,135,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,150,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,165,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,180,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,195,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,210,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,225,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,240,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,255,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,270,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,285,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,300,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,15,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,30,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,45,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,60,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,75,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,90,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,105,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,120,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,135,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,150,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,165,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,180,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,195,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,210,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,225,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,240,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,255,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,270,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,285,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,300,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_016,15,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_016,30,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_016,45,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_016,60,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_016,75,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_016,90,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_016,105,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_016,120,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_016,135,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_016,150,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_016,165,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_016,180,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_016,195,False,True,False,False,1
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_016,210,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_016,225,False,False,False,False,0
