method_id,trajectory_id,path,checkpoints,final_state_accuracy,eligible,update_event_support,event_macro_update_accuracy,retention_after_update,correct_change_precision,correct_change_recall,correct_change_f1,confusion_tn,confusion_fp,confusion_fn,confusion_tp_correct,confusion_tp_wrong_value
fc_openrouter_qwen_3_5_122b_a10b,traj_001,goals.emergency_fund,20,0.75,False,0,,,0.0,,,15,5,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,goals.housing_deposit_goal,20,0.75,False,0,,,0.0,,,15,5,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,goals.retirement_goal,20,0.75,False,0,,,0.0,,,15,5,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,household.child_support_arrangement,20,0.85,False,0,,,0.0,,,17,3,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,household.children,20,0.8,True,7,0.5714285714285714,0.7261904761904762,0.8571428571428571,0.75,0.7999999999999999,4,0,2,12,2
fc_openrouter_qwen_3_5_122b_a10b,traj_001,household.dependents,20,0.85,True,6,0.6666666666666666,0.8416666666666667,0.8666666666666667,0.8125,0.8387096774193549,4,0,1,13,2
fc_openrouter_qwen_3_5_122b_a10b,traj_001,household.marital_status,20,0.85,True,1,0.0,0.8235294117647058,1.0,0.8235294117647058,0.9032258064516129,3,0,3,14,0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,household.spouse_or_partner,20,0.8,True,1,0.0,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,2,1,1,14,2
fc_openrouter_qwen_3_5_122b_a10b,traj_001,housing.address,20,0.8,True,1,0.0,0.7142857142857143,1.0,0.7142857142857143,0.8333333333333333,6,0,4,10,0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,housing.contract_type,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,housing.maintenance_fee_payee,20,0.95,False,0,,,0.0,,,19,1,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,housing.mortgage_status,20,0.9,True,1,1.0,0.8571428571428571,1.0,0.8571428571428571,0.923076923076923,6,0,2,12,0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,housing.primary_residence_property_id,20,0.8,True,1,0.0,0.7142857142857143,1.0,0.7142857142857143,0.8333333333333333,6,0,4,10,0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,housing.properties,20,0.8,True,1,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,6,0,0,10,4
fc_openrouter_qwen_3_5_122b_a10b,traj_001,housing.rent_amount,20,0.9,False,0,,,0.0,,,18,2,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,housing.rent_payee,20,0.9,False,0,,,0.0,,,18,2,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,housing.residence_status,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,profile.age,20,0.6,False,0,,,0.0,,,12,8,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,profile.locale,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,profile.region,20,0.5,False,0,,,0.0,,,10,10,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,cashflow.recent_one_off_expense,20,0.85,True,3,1.0,0.8333333333333334,0.8,0.9230769230769231,0.8571428571428571,5,2,0,12,1
fc_openrouter_qwen_3_5_122b_a10b,traj_002,education.child_education_stage,20,0.25,False,0,,,0.0,,,5,15,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,education.self_education_status,20,0.95,True,1,1.0,0.9473684210526315,1.0,0.9473684210526315,0.972972972972973,1,0,1,18,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,employment.employer,20,0.35,True,7,0.42857142857142855,0.42857142857142855,0.2777777777777778,0.2777777777777778,0.2777777777777778,2,0,0,5,13
fc_openrouter_qwen_3_5_122b_a10b,traj_002,employment.employment_status,20,0.75,True,4,0.5,0.5875,0.8888888888888888,0.6666666666666666,0.761904761904762,7,1,4,8,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,employment.income_stability,20,0.8,True,4,0.5,0.6375,0.9,0.75,0.8181818181818182,7,1,3,9,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,employment.occupation,20,0.5,False,0,,,0.0,,,10,10,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,employment.salary_account,20,0.35,True,3,0.0,0.0,0.0,0.0,0.0,7,1,9,0,3
fc_openrouter_qwen_3_5_122b_a10b,traj_002,employment.salary_day,20,0.35,True,6,0.3333333333333333,0.3333333333333333,0.23529411764705882,0.23529411764705882,0.23529411764705882,3,0,0,4,13
fc_openrouter_qwen_3_5_122b_a10b,traj_002,financial_products.checking_accounts,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,financial_products.loans,20,0.85,True,1,1.0,0.7,1.0,0.7,0.8235294117647058,10,0,3,7,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,financial_products.pension_or_irp,20,0.3,False,0,,,0.0,,,6,14,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,financial_products.savings_accounts,20,0.95,False,0,,,0.0,,,19,1,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,goals.child_education_goal,20,0.25,False,0,,,0.0,,,5,15,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,goals.emergency_fund,20,0.4,False,0,,,0.0,,,8,12,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,goals.housing_deposit_goal,20,0.85,False,0,,,0.0,,,17,3,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,goals.retirement_goal,20,0.35,False,0,,,0.0,,,7,13,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,household.child_support_arrangement,20,0.25,False,0,,,0.0,,,5,15,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,household.children,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,household.dependents,20,0.95,True,1,0.0,0.0,0.0,0.0,0.0,19,0,1,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,household.marital_status,20,1.0,True,1,1.0,1.0,1.0,1.0,1.0,17,0,0,3,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,household.spouse_or_partner,20,0.3,True,1,1.0,1.0,0.17647058823529413,1.0,0.3,3,14,0,3,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,housing.address,20,0.9,True,4,1.0,1.0,0.8461538461538461,1.0,0.9166666666666666,7,2,0,11,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,housing.contract_type,20,0.85,True,3,1.0,1.0,0.75,1.0,0.8571428571428571,8,3,0,9,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,housing.maintenance_fee_payee,20,0.95,False,0,,,0.0,,,19,1,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,housing.mortgage_status,20,0.75,True,1,1.0,0.5,1.0,0.5,0.6666666666666666,10,0,5,5,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,housing.primary_residence_property_id,20,0.35,True,1,1.0,0.3,0.2,0.3,0.24,4,6,1,3,6
fc_openrouter_qwen_3_5_122b_a10b,traj_002,housing.properties,20,0.65,True,1,1.0,0.3,0.375,0.3,0.33333333333333326,10,0,2,3,5
fc_openrouter_qwen_3_5_122b_a10b,traj_002,housing.rent_amount,20,0.5,True,3,0.6666666666666666,0.6666666666666666,0.4117647058823529,0.7777777777777778,0.5384615384615384,3,8,0,7,2
fc_openrouter_qwen_3_5_122b_a10b,traj_002,housing.rent_payee,20,0.3,True,2,0.5,0.2857142857142857,0.23529411764705882,0.23529411764705882,0.23529411764705882,2,1,1,4,12
fc_openrouter_qwen_3_5_122b_a10b,traj_002,housing.residence_status,20,0.85,True,3,1.0,1.0,0.75,1.0,0.8571428571428571,8,3,0,9,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,profile.age,20,0.7,False,0,,,0.0,,,14,6,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,profile.locale,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_002,profile.region,20,0.35,False,0,,,0.0,,,7,13,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,cashflow.recent_one_off_expense,20,0.75,True,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9090909090909091,0.7692307692307692,5,4,0,10,1
fc_openrouter_qwen_3_5_122b_a10b,traj_003,education.child_education_stage,20,0.5,False,0,,,0.0,,,10,10,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,education.self_education_status,20,0.65,True,1,1.0,0.5882352941176471,1.0,0.5882352941176471,0.7407407407407407,3,0,7,10,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,employment.employer,20,0.65,True,6,0.6666666666666666,0.7916666666666666,0.6842105263157895,0.65,0.6666666666666667,0,0,1,13,6
fc_openrouter_qwen_3_5_122b_a10b,traj_003,employment.employment_status,20,0.75,True,4,1.0,1.0,0.7368421052631579,1.0,0.8484848484848484,1,5,0,14,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,employment.income_stability,20,0.75,True,5,0.8,0.8333333333333334,0.75,0.75,0.75,0,0,0,15,5
fc_openrouter_qwen_3_5_122b_a10b,traj_003,employment.occupation,20,0.3,False,0,,,0.0,,,6,14,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,employment.salary_account,20,0.55,True,7,0.5714285714285714,0.6428571428571429,0.5789473684210527,0.55,0.5641025641025641,0,0,1,11,8
fc_openrouter_qwen_3_5_122b_a10b,traj_003,employment.salary_day,20,0.6,True,7,0.7142857142857143,0.7142857142857143,0.6,0.6,0.6,0,0,0,12,8
fc_openrouter_qwen_3_5_122b_a10b,traj_003,financial_products.checking_accounts,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,financial_products.loans,20,1.0,True,1,1.0,1.0,1.0,1.0,1.0,6,0,0,14,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,financial_products.pension_or_irp,20,0.55,False,0,,,0.0,,,11,9,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,financial_products.savings_accounts,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,goals.child_education_goal,20,0.6,True,2,1.0,0.875,0.4666666666666667,0.875,0.608695652173913,5,7,0,7,1
fc_openrouter_qwen_3_5_122b_a10b,traj_003,goals.emergency_fund,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,goals.housing_deposit_goal,20,0.15,False,0,,,0.0,,,3,17,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,goals.retirement_goal,20,0.15,False,0,,,0.0,,,3,17,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,household.child_support_arrangement,20,0.55,False,0,,,0.0,,,11,9,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,household.children,20,0.8,True,2,0.5,0.5,1.0,0.5,0.6666666666666666,12,0,4,4,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,household.dependents,20,1.0,True,2,1.0,1.0,1.0,1.0,1.0,12,0,0,8,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,household.marital_status,20,0.7,True,1,1.0,0.6,1.0,0.6,0.7499999999999999,5,0,6,9,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,household.spouse_or_partner,20,0.5,True,1,1.0,0.6,0.47368421052631576,0.6,0.5294117647058824,1,4,0,9,6
fc_openrouter_qwen_3_5_122b_a10b,traj_003,housing.address,20,0.75,True,5,0.4,0.5333333333333333,0.7368421052631579,0.7368421052631579,0.7368421052631579,1,0,0,14,5
fc_openrouter_qwen_3_5_122b_a10b,traj_003,housing.contract_type,20,0.65,True,3,0.3333333333333333,0.3333333333333333,0.375,0.3,0.33333333333333326,10,0,2,3,5
fc_openrouter_qwen_3_5_122b_a10b,traj_003,housing.maintenance_fee_payee,20,0.6,True,1,1.0,0.7142857142857143,0.38461538461538464,0.7142857142857143,0.5,7,6,0,5,2
fc_openrouter_qwen_3_5_122b_a10b,traj_003,housing.mortgage_status,20,0.55,True,1,1.0,0.7142857142857143,0.4166666666666667,0.7142857142857143,0.5263157894736842,6,7,2,5,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,housing.primary_residence_property_id,20,0.5,True,2,0.5,0.35714285714285715,0.4166666666666667,0.35714285714285715,0.3846153846153846,5,1,3,5,6
fc_openrouter_qwen_3_5_122b_a10b,traj_003,housing.properties,20,0.6,True,3,0.0,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,6,0,0,6,8
fc_openrouter_qwen_3_5_122b_a10b,traj_003,housing.rent_amount,20,0.5,False,0,,,0.0,,,10,10,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,housing.rent_payee,20,0.5,False,0,,,0.0,,,10,10,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,housing.residence_status,20,0.65,True,3,0.3333333333333333,0.3333333333333333,0.375,0.3,0.33333333333333326,10,0,2,3,5
fc_openrouter_qwen_3_5_122b_a10b,traj_003,profile.age,20,0.7,False,0,,,0.0,,,14,6,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,profile.locale,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_003,profile.region,20,0.05,False,0,,,0.0,,,1,19,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,cashflow.recent_one_off_expense,20,0.95,True,3,1.0,1.0,0.95,1.0,0.9743589743589743,0,1,0,19,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,education.child_education_stage,20,0.2,False,0,,,0.0,,,4,16,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,education.self_education_status,20,0.85,True,1,1.0,0.8333333333333334,0.9375,0.8333333333333334,0.8823529411764706,2,0,2,15,1
fc_openrouter_qwen_3_5_122b_a10b,traj_004,employment.employer,20,0.9,True,6,1.0,1.0,0.8888888888888888,1.0,0.9411764705882353,2,2,0,16,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,employment.employment_status,20,0.9,True,3,0.6666666666666666,0.6666666666666666,0.875,0.875,0.875,4,0,0,14,2
fc_openrouter_qwen_3_5_122b_a10b,traj_004,employment.income_stability,20,0.85,True,3,1.0,0.8333333333333334,0.8333333333333334,0.9375,0.8823529411764706,2,2,0,15,1
fc_openrouter_qwen_3_5_122b_a10b,traj_004,employment.occupation,20,0.15,False,0,,,0.0,,,3,17,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,employment.salary_account,20,0.8,True,7,0.8571428571428571,0.8571428571428571,0.7777777777777778,0.875,0.823529411764706,2,2,0,14,2
fc_openrouter_qwen_3_5_122b_a10b,traj_004,employment.salary_day,20,0.8,True,7,0.8571428571428571,0.8571428571428571,0.7777777777777778,0.875,0.823529411764706,2,2,0,14,2
fc_openrouter_qwen_3_5_122b_a10b,traj_004,financial_products.checking_accounts,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,financial_products.loans,20,1.0,True,1,1.0,1.0,1.0,1.0,1.0,8,0,0,12,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,financial_products.pension_or_irp,20,0.2,False,0,,,0.0,,,4,16,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,financial_products.savings_accounts,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,goals.child_education_goal,20,0.5,True,2,0.5,0.75,0.375,0.8571428571428571,0.5217391304347825,4,9,0,6,1
fc_openrouter_qwen_3_5_122b_a10b,traj_004,goals.emergency_fund,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,goals.housing_deposit_goal,20,0.65,False,0,,,0.0,,,13,7,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,goals.retirement_goal,20,0.45,False,0,,,0.0,,,9,11,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,household.child_support_arrangement,20,0.35,True,1,1.0,1.0,0.23529411764705882,1.0,0.38095238095238093,3,13,0,4,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,household.children,20,0.75,True,2,0.5,0.2,0.2857142857142857,0.2857142857142857,0.2857142857142857,13,0,0,2,5
fc_openrouter_qwen_3_5_122b_a10b,traj_004,household.dependents,20,1.0,True,1,1.0,1.0,1.0,1.0,1.0,13,0,0,7,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,household.marital_status,20,0.75,True,2,0.5,0.5,1.0,0.4444444444444444,0.6153846153846153,11,0,5,4,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,household.spouse_or_partner,20,0.15,True,2,0.0,0.0,0.0,0.0,0.0,3,8,0,0,9
fc_openrouter_qwen_3_5_122b_a10b,traj_004,housing.address,20,1.0,True,6,1.0,1.0,1.0,1.0,1.0,0,0,0,20,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,housing.contract_type,20,1.0,True,1,1.0,1.0,1.0,1.0,1.0,9,0,0,11,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,housing.maintenance_fee_payee,20,0.75,False,0,,,0.0,,,15,5,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,housing.mortgage_status,20,1.0,True,2,1.0,1.0,1.0,1.0,1.0,8,0,0,12,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,housing.primary_residence_property_id,20,0.75,True,2,1.0,0.9,0.6875,0.9166666666666666,0.7857142857142857,4,4,0,11,1
fc_openrouter_qwen_3_5_122b_a10b,traj_004,housing.properties,20,0.9,True,3,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,8,0,0,10,2
fc_openrouter_qwen_3_5_122b_a10b,traj_004,housing.rent_amount,20,0.45,True,3,0.6666666666666666,0.6666666666666666,0.45,0.45,0.45,0,0,0,9,11
fc_openrouter_qwen_3_5_122b_a10b,traj_004,housing.rent_payee,20,0.45,True,1,0.0,0.0,0.0,0.0,0.0,9,0,0,0,11
fc_openrouter_qwen_3_5_122b_a10b,traj_004,housing.residence_status,20,1.0,True,1,1.0,1.0,1.0,1.0,1.0,9,0,0,11,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,profile.age,20,0.75,False,0,,,0.0,,,15,5,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,profile.locale,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_004,profile.region,20,0.0,False,0,,,0.0,,,0,20,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,cashflow.recent_one_off_expense,20,0.5,True,2,1.0,0.7222222222222222,0.5294117647058824,0.47368421052631576,0.5,1,0,2,9,8
fc_openrouter_qwen_3_5_122b_a10b,traj_005,education.child_education_stage,20,0.85,True,2,1.0,1.0,0.75,1.0,0.8571428571428571,8,3,0,9,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,education.self_education_status,20,0.5,True,1,1.0,0.375,1.0,0.375,0.5454545454545454,4,0,10,6,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,employment.employer,20,0.95,True,5,1.0,0.9666666666666667,0.95,0.95,0.9500000000000001,0,0,0,19,1
fc_openrouter_qwen_3_5_122b_a10b,traj_005,employment.employment_status,20,0.9,True,3,0.6666666666666666,0.6470588235294118,0.9,0.9,0.9,0,0,0,18,2
fc_openrouter_qwen_3_5_122b_a10b,traj_005,employment.income_stability,20,0.65,True,3,0.3333333333333333,0.5490196078431373,0.7647058823529411,0.65,0.7027027027027027,0,0,3,13,4
fc_openrouter_qwen_3_5_122b_a10b,traj_005,employment.occupation,20,0.4,False,0,,,0.0,,,8,12,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,employment.salary_account,20,0.95,True,5,0.8,0.8,0.95,0.95,0.9500000000000001,0,0,0,19,1
fc_openrouter_qwen_3_5_122b_a10b,traj_005,employment.salary_day,20,0.95,True,4,0.75,0.75,0.95,0.95,0.9500000000000001,0,0,0,19,1
fc_openrouter_qwen_3_5_122b_a10b,traj_005,financial_products.checking_accounts,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,financial_products.loans,20,0.85,True,1,1.0,0.7272727272727273,1.0,0.7272727272727273,0.8421052631578948,9,0,3,8,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,financial_products.pension_or_irp,20,0.45,False,0,,,0.0,,,9,11,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,financial_products.savings_accounts,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,goals.child_education_goal,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,goals.emergency_fund,20,0.5,False,0,,,0.0,,,10,10,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,goals.housing_deposit_goal,20,0.8,False,0,,,0.0,,,16,4,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,goals.retirement_goal,20,0.55,False,0,,,0.0,,,11,9,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,household.child_support_arrangement,20,0.5,True,1,0.0,0.5333333333333333,0.4444444444444444,0.5333333333333333,0.4848484848484848,2,3,0,8,7
fc_openrouter_qwen_3_5_122b_a10b,traj_005,household.children,20,0.4,True,3,0.3333333333333333,0.2777777777777778,0.45454545454545453,0.29411764705882354,0.35714285714285715,3,0,6,5,6
fc_openrouter_qwen_3_5_122b_a10b,traj_005,household.dependents,20,0.95,True,2,0.5,0.95,1.0,0.9375,0.967741935483871,4,0,1,15,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,household.marital_status,20,0.85,True,1,0.0,0.0,0.0,0.0,0.0,17,0,3,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,household.spouse_or_partner,20,0.85,True,1,0.0,0.0,0.0,0.0,0.0,17,0,3,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,housing.address,20,0.85,True,3,0.6666666666666666,0.9,0.7692307692307693,0.7692307692307693,0.7692307692307693,7,0,0,10,3
fc_openrouter_qwen_3_5_122b_a10b,traj_005,housing.contract_type,20,0.9,True,3,1.0,1.0,0.7777777777777778,1.0,0.8750000000000001,11,2,0,7,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,housing.maintenance_fee_payee,20,0.75,False,0,,,0.0,,,15,5,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,housing.mortgage_status,20,0.95,True,2,1.0,0.875,1.0,0.9090909090909091,0.9523809523809523,9,0,1,10,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,housing.primary_residence_property_id,20,0.65,True,2,1.0,0.6428571428571428,0.46153846153846156,0.5454545454545454,0.4999999999999999,7,2,0,6,5
fc_openrouter_qwen_3_5_122b_a10b,traj_005,housing.properties,20,0.55,True,2,0.5,0.14285714285714285,0.2222222222222222,0.18181818181818182,0.19999999999999998,9,0,2,2,7
fc_openrouter_qwen_3_5_122b_a10b,traj_005,housing.rent_amount,20,0.6,True,3,0.0,0.2777777777777778,0.38461538461538464,0.38461538461538464,0.38461538461538464,7,0,0,5,8
fc_openrouter_qwen_3_5_122b_a10b,traj_005,housing.rent_payee,20,0.55,True,2,0.0,0.0,0.0,0.0,0.0,11,4,0,0,5
fc_openrouter_qwen_3_5_122b_a10b,traj_005,housing.residence_status,20,0.9,True,3,1.0,1.0,0.7777777777777778,1.0,0.8750000000000001,11,2,0,7,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,profile.age,20,0.5,False,0,,,0.0,,,10,10,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,profile.locale,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_005,profile.region,20,0.35,False,0,,,0.0,,,7,13,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_006,cashflow.recent_one_off_expense,20,0.7,True,4,0.75,0.75,0.5384615384615384,0.875,0.6666666666666667,7,5,0,7,1
fc_openrouter_qwen_3_5_122b_a10b,traj_006,education.child_education_stage,20,0.6,True,1,0.0,0.8,0.36363636363636365,0.8,0.5000000000000001,8,7,1,4,0
fc_openrouter_qwen_3_5_122b_a10b,traj_006,education.self_education_status,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_qwen_3_5_122b_a10b,traj_006,employment.employer,20,0.6,True,5,0.4,0.4,0.5789473684210527,0.5789473684210527,0.5789473684210527,1,0,0,11,8
